"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3370","test_turnlamp_synchronflash[9]","tests.turnlamp","Tue Aug 26 13:41:37 UTC 2025","passed","Tue Aug 26 13:41:40 UTC 2025","","test_synchron_flash","",""
"
    Direct usage of capture instance instead of using it as contextmanager using 'with' statement.
    ","7344","test_turnlamp_synchronflash_alternative[6]","tests.turnlamp","Tue Aug 26 13:44:03 UTC 2025","failed","Tue Aug 26 13:44:10 UTC 2025","","test_synchron_flash","",""
"
    Direct usage of capture instance instead of using it as contextmanager using 'with' statement.
    ","7365","test_turnlamp_synchronflash_alternative[14]","tests.turnlamp","Tue Aug 26 13:45:02 UTC 2025","passed","Tue Aug 26 13:45:09 UTC 2025","","test_synchron_flash","",""
"","3747","test_turnlamp_synchronflash[10]","tests.turnlamp","Tue Aug 26 13:41:40 UTC 2025","passed","Tue Aug 26 13:41:44 UTC 2025","","test_synchron_flash","",""
"
    The test is similar `test_turnlamp_synchronflash` but instead of capturing via the ports,
    we directly use controldesk to record all relevant signals, regardles of the openta port.
    ","1","test_turnlamp_synchronflash_with_controldesk_recorder[12]","tests.turnlamp","Tue Aug 26 13:45:43 UTC 2025","skipped","Tue Aug 26 13:45:43 UTC 2025","","test_synchron_flash_multiport","",""
"","3363","test_turnlamp_synchronflash[8]","tests.turnlamp","Tue Aug 26 13:45:19 UTC 2025","passed","Tue Aug 26 13:45:23 UTC 2025","","test_synchron_flash_multiport","",""
"
    Direct usage of capture instance instead of using it as contextmanager using 'with' statement.
    ","7375","test_turnlamp_synchronflash_alternative[8]","tests.turnlamp","Tue Aug 26 13:44:17 UTC 2025","passed","Tue Aug 26 13:44:25 UTC 2025","","test_synchron_flash","",""
"","7412","test_turnlamp_triggered_mf4file[7]","tests.turnlamp","Tue Aug 26 13:43:03 UTC 2025","failed","Tue Aug 26 13:43:11 UTC 2025","","test_synchron_flash","",""
"","8370","test_turnlamp_triggered_synchronflash[7]","tests.turnlamp","Tue Aug 26 13:41:55 UTC 2025","failed","Tue Aug 26 13:42:04 UTC 2025","","test_synchron_flash","",""
"","7609","test_turnlamp_triggered_mf4file[6]","tests.turnlamp","Tue Aug 26 13:42:55 UTC 2025","failed","Tue Aug 26 13:43:03 UTC 2025","","test_synchron_flash","",""
"
    The test is similar `test_turnlamp_synchronflash` but instead of capturing via the ports,
    we directly use controldesk to record all relevant signals, regardles of the openta port.
    ","0","test_turnlamp_synchronflash_with_controldesk_recorder[13]","tests.turnlamp","Tue Aug 26 13:45:43 UTC 2025","skipped","Tue Aug 26 13:45:43 UTC 2025","","test_synchron_flash_multiport","",""
