"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 11 04:16:30 UTC 2025","Mon Aug 11 04:16:34 UTC 2025","3464","tests","test_turnlamp","","","","test_turnlamp_synchronflash[13]",""
"passed","Mon Aug 11 04:16:48 UTC 2025","Mon Aug 11 04:16:59 UTC 2025","10708","tests","test_turnlamp","","","","test_turnlamp_triggered_mf4file[14]",""
"failed","Mon Aug 11 04:16:05 UTC 2025","Mon Aug 11 04:16:09 UTC 2025","4171","tests","test_turnlamp","","","","test_turnlamp_synchronflash[6]",""
"passed","Mon Aug 11 04:16:27 UTC 2025","Mon Aug 11 04:16:30 UTC 2025","3485","tests","test_turnlamp","","","","test_turnlamp_synchronflash[12]",""
"passed","Mon Aug 11 04:16:37 UTC 2025","Mon Aug 11 04:16:48 UTC 2025","10651","tests","test_turnlamp","","","","test_turnlamp_triggered_synchronflash[12]",""
"passed","Mon Aug 11 04:16:34 UTC 2025","Mon Aug 11 04:16:37 UTC 2025","3589","tests","test_turnlamp","","","","test_turnlamp_synchronflash[14]",""
"passed","Mon Aug 11 04:16:16 UTC 2025","Mon Aug 11 04:16:20 UTC 2025","3494","tests","test_turnlamp","","","","test_turnlamp_synchronflash[9]",""
"passed","Mon Aug 11 04:16:20 UTC 2025","Mon Aug 11 04:16:23 UTC 2025","3521","tests","test_turnlamp","","","","test_turnlamp_synchronflash[10]",""
"passed","Mon Aug 11 04:16:59 UTC 2025","Mon Aug 11 04:17:03 UTC 2025","4702","tests","test_turnlamp","","","","test_turnlamp_synchronflash_alternative[12]",""
"failed","Mon Aug 11 04:16:13 UTC 2025","Mon Aug 11 04:16:16 UTC 2025","3552","tests","test_turnlamp","","","","test_turnlamp_synchronflash[8]",""
"failed","Mon Aug 11 04:16:09 UTC 2025","Mon Aug 11 04:16:13 UTC 2025","3454","tests","test_turnlamp","","","","test_turnlamp_synchronflash[7]",""
"passed","Mon Aug 11 04:16:23 UTC 2025","Mon Aug 11 04:16:27 UTC 2025","3566","tests","test_turnlamp","","","","test_turnlamp_synchronflash[11]",""
