"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8123","test_turnlamp_triggered_synchronflash[11]","tests.turnlamp","Fri Aug 22 10:53:24 UTC 2025","passed","Fri Aug 22 10:53:33 UTC 2025","","test_synchron_flash","",""
"
    The test is similar `test_turnlamp_synchronflash` but instead of capturing via the ports,
    we directly use controldesk to record all relevant signals, regardles of the openta port.
    ","0","test_turnlamp_synchronflash_with_controldesk_recorder[14]","tests.turnlamp","Fri Aug 22 10:56:42 UTC 2025","skipped","Fri Aug 22 10:56:42 UTC 2025","","test_synchron_flash_multiport","",""
"
    Direct usage of capture instance instead of using it as contextmanager using 'with' statement.
    ","7356","test_turnlamp_synchronflash_alternative[6]","tests.turnlamp","Fri Aug 22 10:55:02 UTC 2025","failed","Fri Aug 22 10:55:09 UTC 2025","","test_synchron_flash","",""
"
    Direct usage of capture instance instead of using it as contextmanager using 'with' statement.
    ","7343","test_turnlamp_synchronflash_alternative[9]","tests.turnlamp","Fri Aug 22 10:55:24 UTC 2025","passed","Fri Aug 22 10:55:31 UTC 2025","","test_synchron_flash","",""
"","3334","test_turnlamp_synchronflash[9]","tests.turnlamp","Fri Aug 22 10:56:22 UTC 2025","passed","Fri Aug 22 10:56:25 UTC 2025","","test_synchron_flash_multiport","",""
"
    The test is similar `test_turnlamp_synchronflash` but instead of capturing via the ports,
    we directly use controldesk to record all relevant signals, regardles of the openta port.
    ","0","test_turnlamp_synchronflash_with_controldesk_recorder[6]","tests.turnlamp","Fri Aug 22 10:56:42 UTC 2025","skipped","Fri Aug 22 10:56:42 UTC 2025","","test_synchron_flash_multiport","",""
"","7383","test_turnlamp_triggered_mf4file[13]","tests.turnlamp","Fri Aug 22 10:54:47 UTC 2025","passed","Fri Aug 22 10:54:54 UTC 2025","","test_synchron_flash","",""
"
    The test is similar `test_turnlamp_synchronflash` but instead of capturing via the ports,
    we directly use controldesk to record all relevant signals, regardles of the openta port.
    ","1","test_turnlamp_synchronflash_with_controldesk_recorder[11]","tests.turnlamp","Fri Aug 22 10:56:42 UTC 2025","skipped","Fri Aug 22 10:56:42 UTC 2025","","test_synchron_flash_multiport","",""
"","7335","test_turnlamp_triggered_synchronflash[13]","tests.turnlamp","Fri Aug 22 10:53:40 UTC 2025","passed","Fri Aug 22 10:53:47 UTC 2025","","test_synchron_flash","",""
"
    The test is similar `test_turnlamp_synchronflash` but instead of capturing via the ports,
    we directly use controldesk to record all relevant signals, regardles of the openta port.
    ","1","test_turnlamp_synchronflash_with_controldesk_recorder[10]","tests.turnlamp","Fri Aug 22 10:56:42 UTC 2025","skipped","Fri Aug 22 10:56:42 UTC 2025","","test_synchron_flash_multiport","",""
"","7349","test_turnlamp_triggered_synchronflash[9]","tests.turnlamp","Fri Aug 22 10:53:10 UTC 2025","passed","Fri Aug 22 10:53:17 UTC 2025","","test_synchron_flash","",""
"
    Direct usage of capture instance instead of using it as contextmanager using 'with' statement.
    ","7346","test_turnlamp_synchronflash_alternative[13]","tests.turnlamp","Fri Aug 22 10:55:53 UTC 2025","passed","Fri Aug 22 10:56:01 UTC 2025","","test_synchron_flash","",""
"","3728","test_turnlamp_synchronflash[6]","tests.turnlamp","Fri Aug 22 10:52:27 UTC 2025","failed","Fri Aug 22 10:52:30 UTC 2025","","test_synchron_flash","",""
"
    The test is similar `test_turnlamp_synchronflash` but instead of capturing via the ports,
    we directly use controldesk to record all relevant signals, regardles of the openta port.
    ","0","test_turnlamp_synchronflash_with_controldesk_recorder[7]","tests.turnlamp","Fri Aug 22 10:56:42 UTC 2025","skipped","Fri Aug 22 10:56:42 UTC 2025","","test_synchron_flash_multiport","",""
"","3329","test_turnlamp_synchronflash[6]","tests.turnlamp","Fri Aug 22 10:56:12 UTC 2025","failed","Fri Aug 22 10:56:15 UTC 2025","","test_synchron_flash_multiport","",""
"","7343","test_turnlamp_triggered_synchronflash[7]","tests.turnlamp","Fri Aug 22 10:52:55 UTC 2025","failed","Fri Aug 22 10:53:02 UTC 2025","","test_synchron_flash","",""
"
    The test is similar `test_turnlamp_synchronflash` but instead of capturing via the ports,
    we directly use controldesk to record all relevant signals, regardles of the openta port.
    ","0","test_turnlamp_synchronflash_with_controldesk_recorder[9]","tests.turnlamp","Fri Aug 22 10:56:42 UTC 2025","skipped","Fri Aug 22 10:56:42 UTC 2025","","test_synchron_flash_multiport","",""
"
    Direct usage of capture instance instead of using it as contextmanager using 'with' statement.
    ","7336","test_turnlamp_synchronflash_alternative[11]","tests.turnlamp","Fri Aug 22 10:55:39 UTC 2025","passed","Fri Aug 22 10:55:46 UTC 2025","","test_synchron_flash","",""
"
    Direct usage of capture instance instead of using it as contextmanager using 'with' statement.
    ","7337","test_turnlamp_synchronflash_alternative[7]","tests.turnlamp","Fri Aug 22 10:55:09 UTC 2025","failed","Fri Aug 22 10:55:17 UTC 2025","","test_synchron_flash","",""
"","7366","test_turnlamp_triggered_synchronflash[12]","tests.turnlamp","Fri Aug 22 10:53:33 UTC 2025","passed","Fri Aug 22 10:53:40 UTC 2025","","test_synchron_flash","",""
"","3338","test_turnlamp_synchronflash[11]","tests.turnlamp","Fri Aug 22 10:52:44 UTC 2025","passed","Fri Aug 22 10:52:47 UTC 2025","","test_synchron_flash","",""
"","7406","test_turnlamp_triggered_mf4file[9]","tests.turnlamp","Fri Aug 22 10:54:17 UTC 2025","passed","Fri Aug 22 10:54:25 UTC 2025","","test_synchron_flash","",""
"
    The test is similar `test_turnlamp_synchronflash` but instead of capturing via the ports,
    we directly use controldesk to record all relevant signals, regardles of the openta port.
    ","0","test_turnlamp_synchronflash_with_controldesk_recorder[13]","tests.turnlamp","Fri Aug 22 10:56:42 UTC 2025","skipped","Fri Aug 22 10:56:42 UTC 2025","","test_synchron_flash_multiport","",""
"
    Direct usage of capture instance instead of using it as contextmanager using 'with' statement.
    ","7361","test_turnlamp_synchronflash_alternative[10]","tests.turnlamp","Fri Aug 22 10:55:31 UTC 2025","passed","Fri Aug 22 10:55:39 UTC 2025","","test_synchron_flash","",""
"","7334","test_turnlamp_triggered_synchronflash[14]","tests.turnlamp","Fri Aug 22 10:53:47 UTC 2025","passed","Fri Aug 22 10:53:55 UTC 2025","","test_synchron_flash","",""
"","3342","test_turnlamp_synchronflash[14]","tests.turnlamp","Fri Aug 22 10:56:38 UTC 2025","passed","Fri Aug 22 10:56:42 UTC 2025","","test_synchron_flash_multiport","",""
"","3422","test_turnlamp_synchronflash_mf4[10]","tests.turnlamp","Fri Aug 22 10:56:08 UTC 2025","passed","Fri Aug 22 10:56:12 UTC 2025","","test_synchron_flash_multiport","",""
"
    Direct usage of capture instance instead of using it as contextmanager using 'with' statement.
    ","7351","test_turnlamp_synchronflash_alternative[8]","tests.turnlamp","Fri Aug 22 10:55:17 UTC 2025","passed","Fri Aug 22 10:55:24 UTC 2025","","test_synchron_flash","",""
"","3330","test_turnlamp_synchronflash[12]","tests.turnlamp","Fri Aug 22 10:56:32 UTC 2025","passed","Fri Aug 22 10:56:35 UTC 2025","","test_synchron_flash_multiport","",""
"","3320","test_turnlamp_synchronflash[7]","tests.turnlamp","Fri Aug 22 10:52:31 UTC 2025","failed","Fri Aug 22 10:52:34 UTC 2025","","test_synchron_flash","",""
"","3346","test_turnlamp_synchronflash[10]","tests.turnlamp","Fri Aug 22 10:52:41 UTC 2025","passed","Fri Aug 22 10:52:44 UTC 2025","","test_synchron_flash","",""
"","3331","test_turnlamp_synchronflash[13]","tests.turnlamp","Fri Aug 22 10:56:35 UTC 2025","passed","Fri Aug 22 10:56:38 UTC 2025","","test_synchron_flash_multiport","",""
"","3457","test_turnlamp_synchronflash[10]","tests.turnlamp","Fri Aug 22 10:56:25 UTC 2025","passed","Fri Aug 22 10:56:28 UTC 2025","","test_synchron_flash_multiport","",""
"","7654","test_turnlamp_triggered_mf4file[6]","tests.turnlamp","Fri Aug 22 10:53:55 UTC 2025","failed","Fri Aug 22 10:54:02 UTC 2025","","test_synchron_flash","",""
"
    The test is similar `test_turnlamp_synchronflash` but instead of capturing via the ports,
    we directly use controldesk to record all relevant signals, regardles of the openta port.
    ","0","test_turnlamp_synchronflash_with_controldesk_recorder[8]","tests.turnlamp","Fri Aug 22 10:56:42 UTC 2025","skipped","Fri Aug 22 10:56:42 UTC 2025","","test_synchron_flash_multiport","",""
"","7495","test_turnlamp_triggered_synchronflash[6]","tests.turnlamp","Fri Aug 22 10:52:47 UTC 2025","failed","Fri Aug 22 10:52:55 UTC 2025","","test_synchron_flash","",""
"","3346","test_turnlamp_synchronflash[7]","tests.turnlamp","Fri Aug 22 10:56:15 UTC 2025","failed","Fri Aug 22 10:56:18 UTC 2025","","test_synchron_flash_multiport","",""
"","3344","test_turnlamp_synchronflash[11]","tests.turnlamp","Fri Aug 22 10:56:28 UTC 2025","failed","Fri Aug 22 10:56:32 UTC 2025","","test_synchron_flash_multiport","",""
"","7594","test_turnlamp_triggered_mf4file[14]","tests.turnlamp","Fri Aug 22 10:54:54 UTC 2025","passed","Fri Aug 22 10:55:02 UTC 2025","","test_synchron_flash","",""
"","7357","test_turnlamp_triggered_synchronflash[10]","tests.turnlamp","Fri Aug 22 10:53:17 UTC 2025","passed","Fri Aug 22 10:53:24 UTC 2025","","test_synchron_flash","",""
"
    Direct usage of capture instance instead of using it as contextmanager using 'with' statement.
    ","7474","test_turnlamp_synchronflash_alternative[12]","tests.turnlamp","Fri Aug 22 10:55:46 UTC 2025","passed","Fri Aug 22 10:55:53 UTC 2025","","test_synchron_flash","",""
"","7464","test_turnlamp_triggered_synchronflash[8]","tests.turnlamp","Fri Aug 22 10:53:02 UTC 2025","passed","Fri Aug 22 10:53:10 UTC 2025","","test_synchron_flash","",""
"","7381","test_turnlamp_triggered_mf4file[10]","tests.turnlamp","Fri Aug 22 10:54:25 UTC 2025","passed","Fri Aug 22 10:54:32 UTC 2025","","test_synchron_flash","",""
"
    Direct usage of capture instance instead of using it as contextmanager using 'with' statement.
    ","7350","test_turnlamp_synchronflash_alternative[14]","tests.turnlamp","Fri Aug 22 10:56:01 UTC 2025","passed","Fri Aug 22 10:56:08 UTC 2025","","test_synchron_flash","",""
"","7390","test_turnlamp_triggered_mf4file[12]","tests.turnlamp","Fri Aug 22 10:54:39 UTC 2025","passed","Fri Aug 22 10:54:47 UTC 2025","","test_synchron_flash","",""
"","3366","test_turnlamp_synchronflash[8]","tests.turnlamp","Fri Aug 22 10:52:34 UTC 2025","passed","Fri Aug 22 10:52:37 UTC 2025","","test_synchron_flash","",""
"","7474","test_turnlamp_triggered_mf4file[8]","tests.turnlamp","Fri Aug 22 10:54:10 UTC 2025","passed","Fri Aug 22 10:54:17 UTC 2025","","test_synchron_flash","",""
"","3350","test_turnlamp_synchronflash[9]","tests.turnlamp","Fri Aug 22 10:52:37 UTC 2025","passed","Fri Aug 22 10:52:41 UTC 2025","","test_synchron_flash","",""
"","7363","test_turnlamp_triggered_mf4file[11]","tests.turnlamp","Fri Aug 22 10:54:32 UTC 2025","passed","Fri Aug 22 10:54:39 UTC 2025","","test_synchron_flash","",""
"","3347","test_turnlamp_synchronflash[8]","tests.turnlamp","Fri Aug 22 10:56:18 UTC 2025","passed","Fri Aug 22 10:56:22 UTC 2025","","test_synchron_flash_multiport","",""
"
    The test is similar `test_turnlamp_synchronflash` but instead of capturing via the ports,
    we directly use controldesk to record all relevant signals, regardles of the openta port.
    ","0","test_turnlamp_synchronflash_with_controldesk_recorder[12]","tests.turnlamp","Fri Aug 22 10:56:42 UTC 2025","skipped","Fri Aug 22 10:56:42 UTC 2025","","test_synchron_flash_multiport","",""
"","7378","test_turnlamp_triggered_mf4file[7]","tests.turnlamp","Fri Aug 22 10:54:02 UTC 2025","failed","Fri Aug 22 10:54:10 UTC 2025","","test_synchron_flash","",""
