"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    The test is similar `test_turnlamp_synchronflash` but instead of capturing via the ports,
    we directly use controldesk to record all relevant signals, regardles of the openta port.
    ","0","test_turnlamp_synchronflash_with_controldesk_recorder[8]","tests.turnlamp","Wed Aug 27 06:51:14 UTC 2025","skipped","Wed Aug 27 06:51:14 UTC 2025","","test_synchron_flash_multiport","",""
"
    The test is similar `test_turnlamp_synchronflash` but instead of capturing via the ports,
    we directly use controldesk to record all relevant signals, regardles of the openta port.
    ","0","test_turnlamp_synchronflash_with_controldesk_recorder[12]","tests.turnlamp","Wed Aug 27 06:51:14 UTC 2025","skipped","Wed Aug 27 06:51:14 UTC 2025","","test_synchron_flash_multiport","",""
"","3223","test_turnlamp_synchronflash[9]","tests.turnlamp","Wed Aug 27 06:50:54 UTC 2025","failed","Wed Aug 27 06:50:57 UTC 2025","","test_synchron_flash_multiport","",""
"","3208","test_turnlamp_synchronflash[10]","tests.turnlamp","Wed Aug 27 06:50:57 UTC 2025","failed","Wed Aug 27 06:51:01 UTC 2025","","test_synchron_flash_multiport","",""
"","3223","test_turnlamp_synchronflash_mf4[10]","tests.turnlamp","Wed Aug 27 06:50:41 UTC 2025","passed","Wed Aug 27 06:50:44 UTC 2025","","test_synchron_flash_multiport","",""
"
    The test is similar `test_turnlamp_synchronflash` but instead of capturing via the ports,
    we directly use controldesk to record all relevant signals, regardles of the openta port.
    ","0","test_turnlamp_synchronflash_with_controldesk_recorder[13]","tests.turnlamp","Wed Aug 27 06:51:14 UTC 2025","skipped","Wed Aug 27 06:51:14 UTC 2025","","test_synchron_flash_multiport","",""
"
    Direct usage of capture instance instead of using it as contextmanager using 'with' statement.
    ","7305","test_turnlamp_synchronflash_alternative[8]","tests.turnlamp","Wed Aug 27 06:49:51 UTC 2025","passed","Wed Aug 27 06:49:58 UTC 2025","","test_synchron_flash","",""
"","7256","test_turnlamp_triggered_mf4file[8]","tests.turnlamp","Wed Aug 27 06:48:45 UTC 2025","passed","Wed Aug 27 06:48:53 UTC 2025","","test_synchron_flash","",""
"","7258","test_turnlamp_triggered_mf4file[13]","tests.turnlamp","Wed Aug 27 06:49:22 UTC 2025","passed","Wed Aug 27 06:49:29 UTC 2025","","test_synchron_flash","",""
"
    Direct usage of capture instance instead of using it as contextmanager using 'with' statement.
    ","7220","test_turnlamp_synchronflash_alternative[14]","tests.turnlamp","Wed Aug 27 06:50:34 UTC 2025","passed","Wed Aug 27 06:50:41 UTC 2025","","test_synchron_flash","",""
"
    Direct usage of capture instance instead of using it as contextmanager using 'with' statement.
    ","7213","test_turnlamp_synchronflash_alternative[7]","tests.turnlamp","Wed Aug 27 06:49:43 UTC 2025","failed","Wed Aug 27 06:49:51 UTC 2025","","test_synchron_flash","",""
"","7253","test_turnlamp_triggered_mf4file[11]","tests.turnlamp","Wed Aug 27 06:49:07 UTC 2025","passed","Wed Aug 27 06:49:14 UTC 2025","","test_synchron_flash","",""
"
    Direct usage of capture instance instead of using it as contextmanager using 'with' statement.
    ","7221","test_turnlamp_synchronflash_alternative[10]","tests.turnlamp","Wed Aug 27 06:50:05 UTC 2025","passed","Wed Aug 27 06:50:12 UTC 2025","","test_synchron_flash","",""
"
    Direct usage of capture instance instead of using it as contextmanager using 'with' statement.
    ","7226","test_turnlamp_synchronflash_alternative[12]","tests.turnlamp","Wed Aug 27 06:50:20 UTC 2025","passed","Wed Aug 27 06:50:27 UTC 2025","","test_synchron_flash","",""
"","7251","test_turnlamp_triggered_mf4file[14]","tests.turnlamp","Wed Aug 27 06:49:29 UTC 2025","passed","Wed Aug 27 06:49:36 UTC 2025","","test_synchron_flash","",""
"","7291","test_turnlamp_triggered_synchronflash[11]","tests.turnlamp","Wed Aug 27 06:48:02 UTC 2025","passed","Wed Aug 27 06:48:09 UTC 2025","","test_synchron_flash","",""
"","3461","test_turnlamp_synchronflash[6]","tests.turnlamp","Wed Aug 27 06:47:06 UTC 2025","failed","Wed Aug 27 06:47:09 UTC 2025","","test_synchron_flash","",""
"","3232","test_turnlamp_synchronflash[8]","tests.turnlamp","Wed Aug 27 06:47:13 UTC 2025","failed","Wed Aug 27 06:47:16 UTC 2025","","test_synchron_flash","",""
"
    The test is similar `test_turnlamp_synchronflash` but instead of capturing via the ports,
    we directly use controldesk to record all relevant signals, regardles of the openta port.
    ","0","test_turnlamp_synchronflash_with_controldesk_recorder[6]","tests.turnlamp","Wed Aug 27 06:51:14 UTC 2025","skipped","Wed Aug 27 06:51:14 UTC 2025","","test_synchron_flash_multiport","",""
"","7243","test_turnlamp_triggered_mf4file[7]","tests.turnlamp","Wed Aug 27 06:48:38 UTC 2025","failed","Wed Aug 27 06:48:45 UTC 2025","","test_synchron_flash","",""
"","7326","test_turnlamp_triggered_mf4file[9]","tests.turnlamp","Wed Aug 27 06:48:53 UTC 2025","passed","Wed Aug 27 06:49:00 UTC 2025","","test_synchron_flash","",""
"","7230","test_turnlamp_triggered_synchronflash[12]","tests.turnlamp","Wed Aug 27 06:48:09 UTC 2025","passed","Wed Aug 27 06:48:16 UTC 2025","","test_synchron_flash","",""
