"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Aug 07 09:44:38 UTC 2025","Thu Aug 07 09:44:42 UTC 2025","3529","tests","test_turnlamp","","","","test_turnlamp_synchronflash[8]",""
"passed","Thu Aug 07 09:44:59 UTC 2025","Thu Aug 07 09:45:03 UTC 2025","3612","tests","test_turnlamp","","","","test_turnlamp_synchronflash[14]",""
"failed","Thu Aug 07 09:44:35 UTC 2025","Thu Aug 07 09:44:38 UTC 2025","3469","tests","test_turnlamp","","","","test_turnlamp_synchronflash[7]",""
"failed","Thu Aug 07 09:44:56 UTC 2025","Thu Aug 07 09:44:59 UTC 2025","3473","tests","test_turnlamp","","","","test_turnlamp_synchronflash[13]",""
"passed","Thu Aug 07 09:45:03 UTC 2025","Thu Aug 07 09:45:13 UTC 2025","10686","tests","test_turnlamp","","","","test_turnlamp_triggered_synchronflash[12]",""
"passed","Thu Aug 07 09:44:52 UTC 2025","Thu Aug 07 09:44:56 UTC 2025","3470","tests","test_turnlamp","","","","test_turnlamp_synchronflash[12]",""
"passed","Thu Aug 07 09:45:13 UTC 2025","Thu Aug 07 09:45:24 UTC 2025","10755","tests","test_turnlamp","","","","test_turnlamp_triggered_mf4file[14]",""
"passed","Thu Aug 07 09:45:24 UTC 2025","Thu Aug 07 09:45:29 UTC 2025","4687","tests","test_turnlamp","","","","test_turnlamp_synchronflash_alternative[12]",""
"passed","Thu Aug 07 09:44:42 UTC 2025","Thu Aug 07 09:44:45 UTC 2025","3462","tests","test_turnlamp","","","","test_turnlamp_synchronflash[9]",""
"passed","Thu Aug 07 09:44:49 UTC 2025","Thu Aug 07 09:44:52 UTC 2025","3576","tests","test_turnlamp","","","","test_turnlamp_synchronflash[11]",""
"failed","Thu Aug 07 09:44:30 UTC 2025","Thu Aug 07 09:44:34 UTC 2025","4131","tests","test_turnlamp","","","","test_turnlamp_synchronflash[6]",""
"passed","Thu Aug 07 09:44:45 UTC 2025","Thu Aug 07 09:44:49 UTC 2025","3528","tests","test_turnlamp","","","","test_turnlamp_synchronflash[10]",""
