"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Aug 07 09:44:35 UTC 2025","Thu Aug 07 09:44:38 UTC 2025","3474","tests","test_turnlamp","","","","test_turnlamp_synchronflash[7]",""
"passed","Thu Aug 07 09:45:14 UTC 2025","Thu Aug 07 09:45:24 UTC 2025","10786","tests","test_turnlamp","","","","test_turnlamp_triggered_mf4file[14]",""
"passed","Thu Aug 07 09:45:24 UTC 2025","Thu Aug 07 09:45:29 UTC 2025","4700","tests","test_turnlamp","","","","test_turnlamp_synchronflash_alternative[12]",""
"failed","Thu Aug 07 09:44:42 UTC 2025","Thu Aug 07 09:44:45 UTC 2025","3457","tests","test_turnlamp","","","","test_turnlamp_synchronflash[9]",""
"passed","Thu Aug 07 09:44:49 UTC 2025","Thu Aug 07 09:44:52 UTC 2025","3590","tests","test_turnlamp","","","","test_turnlamp_synchronflash[11]",""
"passed","Thu Aug 07 09:45:03 UTC 2025","Thu Aug 07 09:45:14 UTC 2025","10682","tests","test_turnlamp","","","","test_turnlamp_triggered_synchronflash[12]",""
"passed","Thu Aug 07 09:44:52 UTC 2025","Thu Aug 07 09:44:56 UTC 2025","3473","tests","test_turnlamp","","","","test_turnlamp_synchronflash[12]",""
"passed","Thu Aug 07 09:44:56 UTC 2025","Thu Aug 07 09:44:59 UTC 2025","3477","tests","test_turnlamp","","","","test_turnlamp_synchronflash[13]",""
"passed","Thu Aug 07 09:44:45 UTC 2025","Thu Aug 07 09:44:49 UTC 2025","3491","tests","test_turnlamp","","","","test_turnlamp_synchronflash[10]",""
"passed","Thu Aug 07 09:44:59 UTC 2025","Thu Aug 07 09:45:03 UTC 2025","3773","tests","test_turnlamp","","","","test_turnlamp_synchronflash[14]",""
"failed","Thu Aug 07 09:44:30 UTC 2025","Thu Aug 07 09:44:34 UTC 2025","4205","tests","test_turnlamp","","","","test_turnlamp_synchronflash[6]",""
"failed","Thu Aug 07 09:44:38 UTC 2025","Thu Aug 07 09:44:42 UTC 2025","3543","tests","test_turnlamp","","","","test_turnlamp_synchronflash[8]",""
