"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3543","test_turnlamp_synchronflash[6]","tests.turnlamp","Wed Aug 27 06:47:08 UTC 2025","failed","Wed Aug 27 06:47:12 UTC 2025","","test_synchron_flash","",""
"","7275","test_turnlamp_triggered_synchronflash[8]","tests.turnlamp","Wed Aug 27 06:47:43 UTC 2025","passed","Wed Aug 27 06:47:50 UTC 2025","","test_synchron_flash","",""
"
    Direct usage of capture instance instead of using it as contextmanager using 'with' statement.
    ","7268","test_turnlamp_synchronflash_alternative[11]","tests.turnlamp","Wed Aug 27 06:50:16 UTC 2025","passed","Wed Aug 27 06:50:23 UTC 2025","","test_synchron_flash","",""
"","7376","test_turnlamp_triggered_synchronflash[11]","tests.turnlamp","Wed Aug 27 06:48:04 UTC 2025","passed","Wed Aug 27 06:48:12 UTC 2025","","test_synchron_flash","",""
"","7270","test_turnlamp_triggered_synchronflash[12]","tests.turnlamp","Wed Aug 27 06:48:12 UTC 2025","passed","Wed Aug 27 06:48:19 UTC 2025","","test_synchron_flash","",""
"","7289","test_turnlamp_triggered_synchronflash[13]","tests.turnlamp","Wed Aug 27 06:48:19 UTC 2025","passed","Wed Aug 27 06:48:26 UTC 2025","","test_synchron_flash","",""
"","7342","test_turnlamp_triggered_synchronflash[6]","tests.turnlamp","Wed Aug 27 06:47:28 UTC 2025","failed","Wed Aug 27 06:47:35 UTC 2025","","test_synchron_flash","",""
"","3274","test_turnlamp_synchronflash[7]","tests.turnlamp","Wed Aug 27 06:47:12 UTC 2025","failed","Wed Aug 27 06:47:15 UTC 2025","","test_synchron_flash","",""
"","3287","test_turnlamp_synchronflash[12]","tests.turnlamp","Wed Aug 27 06:51:08 UTC 2025","passed","Wed Aug 27 06:51:11 UTC 2025","","test_synchron_flash_multiport","",""
"","3265","test_turnlamp_synchronflash[11]","tests.turnlamp","Wed Aug 27 06:51:05 UTC 2025","passed","Wed Aug 27 06:51:08 UTC 2025","","test_synchron_flash_multiport","",""
"","3263","test_turnlamp_synchronflash[8]","tests.turnlamp","Wed Aug 27 06:50:55 UTC 2025","passed","Wed Aug 27 06:50:58 UTC 2025","","test_synchron_flash_multiport","",""
"
    The test is similar `test_turnlamp_synchronflash` but instead of capturing via the ports,
    we directly use controldesk to record all relevant signals, regardles of the openta port.
    ","0","test_turnlamp_synchronflash_with_controldesk_recorder[11]","tests.turnlamp","Wed Aug 27 06:51:18 UTC 2025","skipped","Wed Aug 27 06:51:18 UTC 2025","","test_synchron_flash_multiport","",""
"
    The test is similar `test_turnlamp_synchronflash` but instead of capturing via the ports,
    we directly use controldesk to record all relevant signals, regardles of the openta port.
    ","0","test_turnlamp_synchronflash_with_controldesk_recorder[9]","tests.turnlamp","Wed Aug 27 06:51:18 UTC 2025","skipped","Wed Aug 27 06:51:18 UTC 2025","","test_synchron_flash_multiport","",""
"","3259","test_turnlamp_synchronflash[11]","tests.turnlamp","Wed Aug 27 06:47:25 UTC 2025","passed","Wed Aug 27 06:47:28 UTC 2025","","test_synchron_flash","",""
"","3263","test_turnlamp_synchronflash[7]","tests.turnlamp","Wed Aug 27 06:50:52 UTC 2025","failed","Wed Aug 27 06:50:55 UTC 2025","","test_synchron_flash_multiport","",""
"
    Direct usage of capture instance instead of using it as contextmanager using 'with' statement.
    ","7265","test_turnlamp_synchronflash_alternative[10]","tests.turnlamp","Wed Aug 27 06:50:09 UTC 2025","passed","Wed Aug 27 06:50:16 UTC 2025","","test_synchron_flash","",""
"
    The test is similar `test_turnlamp_synchronflash` but instead of capturing via the ports,
    we directly use controldesk to record all relevant signals, regardles of the openta port.
    ","1","test_turnlamp_synchronflash_with_controldesk_recorder[6]","tests.turnlamp","Wed Aug 27 06:51:18 UTC 2025","skipped","Wed Aug 27 06:51:18 UTC 2025","","test_synchron_flash_multiport","",""
